,match_id,game_mode,queue_id,platform_id,game_duration_in_ms,game_duration_in_min,win,surrender,total_blue_kills,total_red_kills,total_blue_assists,total_red_assists,total_blue_gold_earned,total_red_gold_earned,total_blue_minions_killed,total_red_minions_killed,total_blue_turret_kills,total_red_turret_kills,total_blue_dragon_kills,total_red_dragon_kills,total_blue_damage_dealt_to_champions,total_red_damage_dealt_to_champions,total_blue_baron_kills,total_red_baron_kills,avg_blue_champ_level,avg_red_champ_level,total_blue_inhibitor_kills,total_red_inhibitor_kills,total_blue_items_purchased,total_red_items_purchased
3197,EUN1_3570938718,CLASSIC,420,EUN1,2340,39.0,blue,False,33,30,60,44,79338,73203,740,811,10,6,2,4,130535,131717,3,0,17.0,16.6,3,0,119,163
3198,EUN1_3535956795,CLASSIC,420,EUN1,1837,30.62,red,False,42,37,49,33,64835,64730,667,644,8,7,1,3,144533,106066,0,1,15.4,16.0,1,1,111,112
3199,EUN1_3575315272,CLASSIC,420,EUN1,1558,25.97,red,False,21,32,42,54,50309,52960,519,583,4,7,2,2,71522,81322,1,0,12.6,13.4,0,1,104,103
3200,EUN1_3594298291,CLASSIC,420,EUN1,1328,22.13,red,False,15,35,20,47,38894,52357,488,512,1,8,0,3,52667,78562,0,1,11.8,13.2,0,1,93,79
3201,EUN1_3580443733,CLASSIC,420,EUN1,2256,37.6,red,False,51,58,70,72,80025,85904,832,750,5,10,1,5,211097,189658,1,1,17.6,18.0,1,3,133,132
3202,EUN1_3586182340,CLASSIC,420,EUN1,1512,25.2,blue,False,34,20,44,18,57169,46075,583,507,11,1,3,1,85420,71895,1,0,13.8,12.8,3,0,90,102
3203,EUN1_3539335867,CLASSIC,420,EUN1,1595,26.58,red,False,19,41,30,50,44276,60177,450,595,1,8,1,3,71538,106144,0,1,12.2,14.4,0,2,119,110
3204,EUN1_3535863201,CLASSIC,420,EUN1,1591,26.52,blue,False,33,20,47,22,58119,47504,603,570,9,1,3,0,94587,73235,1,0,15.0,13.4,2,0,105,102
3205,EUN1_3589434851,CLASSIC,420,EUN1,1679,27.98,blue,True,43,19,56,22,59910,50662,565,604,9,3,4,0,123521,94393,1,0,15.0,13.4,2,0,108,107
3206,EUN1_3548805491,CLASSIC,420,EUN1,1957,32.62,blue,False,49,42,85,48,69662,71011,629,730,7,6,3,2,173739,158346,1,0,17.0,16.2,1,0,140,137
3207,EUN1_3595712466,CLASSIC,420,EUN1,2378,39.63,red,False,57,58,90,111,84584,87285,761,719,4,9,4,2,209294,196941,0,3,17.6,18.0,2,3,125,143
3208,EUN1_3573179817,CLASSIC,420,EUN1,1869,31.15,red,False,24,41,29,68,58405,67614,732,698,4,9,1,3,109211,124480,0,1,14.6,16.6,0,1,116,102
3209,EUN1_3573936001,CLASSIC,420,EUN1,1738,28.97,red,False,28,38,32,58,58187,64104,637,596,3,10,3,1,103617,102755,1,1,14.4,14.8,0,1,108,107
3210,EUN1_3588037794,CLASSIC,420,EUN1,2265,37.75,red,True,46,55,55,67,76445,85456,837,701,3,9,0,5,172277,211231,0,2,17.2,17.8,0,3,102,124
3211,EUN1_3579252971,CLASSIC,420,EUN1,2520,42.0,blue,False,53,46,90,78,88855,84106,774,840,10,3,4,2,195134,205418,2,1,17.8,17.8,4,0,129,131
3212,EUN1_3585690524,CLASSIC,420,EUN1,2353,39.22,red,False,23,33,42,73,73317,77491,879,885,8,6,4,2,164531,142127,0,2,16.6,17.4,2,1,131,118
3213,EUN1_3555143567,CLASSIC,420,EUN1,916,15.27,red,True,4,26,4,17,21860,34981,293,406,0,4,0,2,20084,43933,0,0,8.8,10.2,0,0,53,67
3214,EUN1_3576741539,CLASSIC,420,EUN1,1750,29.17,blue,False,33,23,60,38,59627,54861,619,606,6,5,2,2,91679,95271,1,0,15.2,14.2,1,0,91,110
3215,EUN1_3564980925,CLASSIC,420,EUN1,1410,23.5,blue,False,38,15,50,14,56324,41285,587,513,9,2,2,1,78407,46864,1,0,14.4,11.8,2,0,113,92
3216,EUN1_3596235603,CLASSIC,420,EUN1,1732,28.87,blue,False,33,31,45,34,60786,54557,571,605,10,3,3,2,105694,96898,1,0,14.8,14.0,2,0,103,111
3217,EUN1_3593117475,CLASSIC,420,EUN1,106,1.77,blue,False,0,0,0,0,2613,2510,2,0,0,0,0,0,893,411,0,0,1.0,1.0,0,0,13,11
3218,EUN1_3565382003,CLASSIC,420,EUN1,1866,31.1,blue,False,23,22,36,30,64048,59056,804,748,9,4,2,3,84155,86218,1,1,15.0,14.8,1,0,116,107
3219,EUN1_3596144147,CLASSIC,420,EUN1,1987,33.12,red,False,34,45,45,69,65771,73057,733,706,6,10,1,3,124393,129899,0,1,15.4,16.8,1,1,124,123
3220,EUN1_3573648820,CLASSIC,420,EUN1,1932,32.2,blue,False,44,36,67,46,74845,69251,726,838,11,4,3,1,155388,126925,2,0,17.2,16.6,4,0,116,112
3221,EUN1_3554034985,CLASSIC,420,EUN1,1501,25.02,red,False,8,25,15,49,47037,55253,653,694,6,9,0,4,45821,67194,0,1,12.6,14.6,0,1,102,90
3222,EUN1_3554315915,CLASSIC,420,EUN1,1497,24.95,blue,True,31,22,65,23,54371,48284,551,537,4,3,1,3,95810,85346,1,0,13.8,12.6,0,0,102,94
3223,EUN1_3583662383,CLASSIC,420,EUN1,1516,25.27,blue,False,30,20,39,22,57230,46054,580,593,11,1,3,1,84439,76917,1,0,14.4,13.2,3,0,88,99
3224,EUN1_3589075008,CLASSIC,420,EUN1,1781,29.68,red,False,21,49,28,62,57634,69919,609,654,7,9,1,3,91503,137681,0,2,14.2,16.8,1,1,112,115
3225,EUN1_3562760816,CLASSIC,420,EUN1,1387,23.12,blue,False,33,14,41,14,53252,40566,560,536,9,1,2,1,77040,53085,1,0,13.6,12.2,2,0,91,79
3226,EUN1_3558993553,CLASSIC,420,EUN1,1852,30.87,red,False,36,41,58,61,60081,70961,632,740,3,9,2,2,110104,146623,0,1,14.8,16.0,0,3,111,115
3227,EUN1_3593826075,CLASSIC,420,EUN1,1665,27.75,red,False,21,36,21,44,48856,63847,607,660,2,11,1,2,78657,112601,0,1,13.2,15.2,0,3,92,101
3228,EUN1_3576815862,CLASSIC,420,EUN1,1870,31.17,blue,False,41,29,59,29,67845,58458,707,662,9,4,3,2,135462,120522,1,0,16.0,14.4,1,0,116,118
3229,EUN1_3596578440,CLASSIC,420,EUN1,1406,23.43,blue,False,44,20,62,16,55982,43534,528,514,8,2,2,1,95568,71499,1,0,14.0,12.0,2,0,108,96
3230,EUN1_3547654079,CLASSIC,420,EUN1,1527,25.45,red,False,23,27,36,44,46934,52350,542,550,2,7,2,1,90376,91203,0,1,12.4,13.6,0,1,91,95
3231,EUN1_3595517056,CLASSIC,420,EUN1,1776,29.6,blue,False,28,28,48,38,61799,57109,675,669,6,3,0,4,92527,105938,2,0,15.6,15.0,1,0,117,113
3232,EUN1_3559620154,CLASSIC,420,EUN1,1685,28.08,blue,False,42,18,58,18,65220,47569,594,572,10,3,4,0,133833,93508,1,0,15.2,13.0,1,0,98,106
3233,EUN1_3563213595,CLASSIC,420,EUN1,2129,35.48,blue,False,47,35,76,55,74915,70537,707,794,7,6,2,3,167907,154557,1,0,17.2,16.0,1,0,131,114
3234,EUN1_3592707352,CLASSIC,420,EUN1,1384,23.07,red,True,10,31,13,47,38676,50462,507,539,2,6,0,4,50919,83949,0,1,11.8,13.6,0,0,96,90
3235,EUN1_3592993833,CLASSIC,420,EUN1,1838,30.63,red,False,18,47,23,61,56500,70159,812,774,3,10,0,4,123258,133875,0,1,15.0,16.4,0,3,98,114
3236,EUN1_3560021892,CLASSIC,420,EUN1,1390,23.17,blue,False,25,14,34,12,52825,37160,584,466,10,0,2,0,86267,49772,1,0,13.4,11.6,2,0,83,93
3237,EUN1_3596556276,CLASSIC,420,EUN1,1381,23.02,red,False,24,32,34,41,47421,54530,548,581,2,10,1,2,68395,80909,0,1,12.6,13.6,0,2,93,102
3238,EUN1_3561540619,CLASSIC,420,EUN1,1588,26.47,red,False,23,34,20,30,46380,59509,576,644,0,10,0,3,58599,88148,0,1,13.2,14.8,0,2,103,107
3239,EUN1_3553531911,CLASSIC,420,EUN1,1958,32.63,red,False,38,38,47,52,64004,73120,711,798,2,11,1,4,97135,148431,0,1,16.0,16.4,0,3,118,122
3240,EUN1_3592303669,CLASSIC,420,EUN1,1309,21.82,red,False,15,23,13,38,37988,45915,489,493,4,8,1,2,51986,72270,0,1,11.8,12.8,0,1,86,84
3241,EUN1_3594781769,CLASSIC,420,EUN1,2246,37.43,red,False,35,50,57,65,67923,79958,714,742,2,8,1,3,163991,193081,0,2,16.4,17.2,0,2,114,112
3242,EUN1_3593376882,CLASSIC,420,EUN1,1611,26.85,blue,False,37,23,59,35,60624,48362,616,545,10,2,3,1,116431,76442,1,0,15.2,13.4,2,0,102,115
3243,EUN1_3588902274,CLASSIC,420,EUN1,1718,28.63,red,True,25,34,33,55,51142,64598,623,710,1,7,0,4,99053,106220,0,2,13.8,15.8,0,2,102,119
3244,EUN1_3559480676,CLASSIC,420,EUN1,1358,22.63,red,False,17,29,24,27,40868,50833,511,529,0,8,1,2,49023,68646,0,1,11.8,13.2,0,1,89,90
3245,EUN1_3585807568,CLASSIC,420,EUN1,1867,31.12,blue,False,20,22,22,32,63402,55340,738,785,11,1,3,1,100717,107235,2,0,15.8,14.8,4,0,113,113
3246,EUN1_3566954406,CLASSIC,420,EUN1,1966,32.77,blue,False,34,30,71,58,70344,58607,685,644,8,4,2,3,120652,116663,1,1,15.6,14.4,1,0,114,131
3247,EUN1_3591211847,CLASSIC,420,EUN1,2089,34.82,red,True,36,39,59,82,65928,72934,774,681,3,10,1,3,177539,178938,0,2,15.4,16.4,0,3,118,128
3248,EUN1_3575162977,CLASSIC,420,EUN1,1596,26.6,blue,False,31,16,52,19,57366,46393,583,591,10,2,2,2,93667,67213,1,0,14.2,13.0,2,0,94,95
3249,EUN1_3573001132,CLASSIC,420,EUN1,2314,38.57,blue,False,55,47,83,95,86376,78074,752,766,9,5,3,3,204044,171839,2,0,17.6,17.0,4,1,129,139
3250,EUN1_3577172222,CLASSIC,420,EUN1,1769,29.48,blue,False,40,18,47,21,64057,53187,677,698,10,3,3,0,103925,90746,1,0,16.0,14.2,2,0,113,110
3251,EUN1_3560758687,CLASSIC,420,EUN1,927,15.45,blue,True,18,13,18,11,35691,26797,388,272,6,0,2,0,39881,30395,0,0,10.0,8.6,0,0,67,66
3252,EUN1_3585203878,CLASSIC,420,EUN1,1496,24.93,red,False,37,34,39,54,49480,56320,477,503,4,9,4,0,95768,121134,0,1,13.0,13.8,0,1,113,92
3253,EUN1_3586036783,CLASSIC,420,EUN1,1939,32.32,blue,False,44,37,54,54,71835,65074,701,765,11,2,2,2,148470,136024,2,0,16.4,16.8,2,0,114,121
3254,EUN1_3572367770,CLASSIC,420,EUN1,1580,26.33,red,False,18,40,24,34,46876,64827,585,700,2,9,0,4,64517,98022,0,1,13.2,15.6,0,2,92,99
3255,EUN1_3583175142,CLASSIC,420,EUN1,1067,17.78,red,False,10,25,6,30,29866,44195,380,451,1,10,1,1,44284,49479,0,0,10.2,11.4,0,2,72,66
3256,EUN1_3379776053,CLASSIC,420,EUN1,1773,29.55,blue,True,49,39,60,77,71244,61952,594,598,10,3,2,1,122205,115096,1,1,15.4,15.0,2,0,90,96
3257,EUN1_3559570003,CLASSIC,420,EUN1,933,15.55,blue,True,29,16,33,10,38285,30094,332,317,2,1,2,0,55160,38489,0,0,10.0,9.2,0,0,82,67
3258,EUN1_3595358951,CLASSIC,420,EUN1,1644,27.4,red,False,26,34,30,35,52985,60048,620,577,4,9,2,2,92966,91596,0,1,13.4,14.6,0,1,103,95
3259,EUN1_3594520447,CLASSIC,420,EUN1,1790,29.83,red,True,27,37,28,37,57844,69548,668,762,4,6,0,5,84782,125401,1,1,15.2,16.8,0,0,116,111
3260,EUN1_3595356346,CLASSIC,420,EUN1,1257,20.95,blue,True,29,15,36,25,47542,34700,490,403,7,0,1,1,76076,49531,0,0,11.8,10.6,1,0,75,89
3261,EUN1_3571388919,CLASSIC,420,EUN1,1977,32.95,red,False,25,34,42,47,61460,69529,753,723,2,11,1,4,120727,127109,0,2,15.8,16.4,0,3,122,106
3262,EUN1_3590369826,CLASSIC,420,EUN1,1664,27.73,blue,False,36,34,55,41,63597,55034,619,554,10,4,2,2,116775,100275,1,0,15.2,14.4,1,0,106,98
3263,EUN1_3560466081,CLASSIC,420,EUN1,1980,33.0,red,False,33,36,45,46,67024,72639,880,760,2,11,3,2,123508,112074,0,2,16.8,17.0,0,5,127,125
3264,EUN1_3548167860,CLASSIC,420,EUN1,1293,21.55,blue,True,26,13,23,17,47644,36585,555,536,7,0,1,1,65695,44769,0,0,13.0,11.4,1,0,81,87
3265,EUN1_3555062282,CLASSIC,420,EUN1,1814,30.23,red,False,22,24,30,26,57044,61861,689,787,4,8,2,3,75828,85301,0,1,14.6,15.6,0,1,98,99
3266,EUN1_3591475345,CLASSIC,420,EUN1,2079,34.65,red,False,25,47,34,77,66467,76800,827,816,4,11,1,4,138929,140579,0,2,15.8,17.2,0,3,114,119
3267,EUN1_3566823337,CLASSIC,420,EUN1,1199,19.98,blue,False,37,12,27,19,50299,34034,556,428,10,1,3,0,65156,44646,0,0,12.0,10.2,2,0,93,92
3268,EUN1_3568585686,CLASSIC,420,EUN1,2074,34.57,red,False,30,42,50,56,63605,74342,713,716,3,9,1,4,120211,158112,0,2,15.8,17.0,0,1,127,127
3269,EUN1_3576518864,CLASSIC,420,EUN1,2099,34.98,red,True,25,46,36,71,63442,75205,747,793,4,6,1,4,117320,178015,1,1,15.8,17.2,0,1,110,119
3270,EUN1_3569615340,CLASSIC,420,EUN1,1896,31.6,blue,False,32,11,44,13,66493,51909,718,756,8,2,5,0,107938,67404,2,0,16.2,14.2,1,0,104,120
3271,EUN1_3559373453,CLASSIC,420,EUN1,1941,32.35,blue,False,35,31,43,36,71741,63390,735,818,11,2,5,0,145087,117816,1,0,16.6,16.0,3,0,124,109
3272,EUN1_3595886659,CLASSIC,420,EUN1,1776,29.6,red,False,22,31,29,34,52164,67139,663,757,3,9,0,5,81933,103823,0,2,14.6,16.2,0,2,109,95
3273,EUN1_3595321472,CLASSIC,420,EUN1,1575,26.25,red,True,24,38,12,59,47988,60169,647,619,1,7,0,4,73839,81199,0,1,13.2,14.4,0,1,109,109
3274,EUN1_3534584692,CLASSIC,420,EUN1,1592,26.53,blue,False,47,31,110,50,59556,51487,418,471,6,1,4,0,134825,78761,1,0,13.2,12.0,2,0,105,103
3275,EUN1_3578581563,CLASSIC,420,EUN1,2306,38.43,red,False,53,60,50,93,79246,82633,659,761,7,7,3,3,186361,222510,2,0,17.2,18.0,1,1,130,120
3276,EUN1_3530926943,CLASSIC,420,EUN1,2215,36.92,blue,True,40,45,66,59,82343,75674,908,761,9,7,4,1,162110,170173,1,1,17.4,17.0,1,3,122,121
3277,EUN1_3586548791,CLASSIC,420,EUN1,1835,30.58,red,False,18,36,29,53,55111,65071,711,724,2,7,3,1,92585,120341,0,2,15.0,16.4,0,1,92,112
3278,EUN1_3584391066,CLASSIC,420,EUN1,1511,25.18,blue,False,24,13,41,18,55177,43557,581,580,10,2,1,3,79371,62879,1,0,13.8,12.4,1,0,102,91
3279,EUN1_3559506000,CLASSIC,420,EUN1,1450,24.17,blue,False,42,32,36,41,59324,49422,520,496,10,2,2,1,117380,94977,1,0,14.0,13.0,2,0,82,101
3280,EUN1_3398072049,CLASSIC,420,EUN1,1469,24.48,red,False,14,40,18,45,41614,59758,515,585,2,11,1,2,54823,87498,0,0,12.2,14.2,0,2,81,84
3281,EUN1_3568646596,CLASSIC,420,EUN1,1542,25.7,blue,False,39,37,47,39,62429,53616,554,536,10,4,1,2,91141,78648,1,0,14.4,13.2,2,0,109,105
3282,EUN1_3516243894,CLASSIC,420,EUN1,2457,40.95,blue,False,36,38,45,51,85380,80522,1036,929,9,3,4,3,147134,165334,1,1,17.4,17.8,1,0,129,127
3283,EUN1_3587054777,CLASSIC,420,EUN1,1871,31.18,blue,False,38,33,39,37,67506,63629,772,703,9,5,3,2,124752,116146,0,2,16.0,15.6,1,0,102,122
3284,EUN1_3575432626,CLASSIC,420,EUN1,1743,29.05,red,False,26,34,41,49,55857,60066,618,626,5,7,3,1,97146,118910,0,1,13.8,14.6,0,1,111,90
3285,EUN1_3568689502,CLASSIC,420,EUN1,1654,27.57,red,False,22,51,26,59,56553,67233,624,646,4,10,1,3,87511,112469,0,1,14.2,15.6,0,3,110,110
3286,EUN1_3570750100,CLASSIC,420,EUN1,1928,32.13,red,False,35,43,55,81,64168,71988,590,719,9,8,2,3,136904,138102,1,1,15.2,16.6,2,1,122,121
3287,EUN1_3593212320,CLASSIC,420,EUN1,1982,33.03,blue,False,42,26,79,48,73373,61436,752,684,11,4,2,3,133422,113256,2,0,17.2,15.6,3,0,107,114
3288,EUN1_3582713863,CLASSIC,420,EUN1,1661,27.68,blue,False,23,20,37,21,52245,48080,600,642,5,3,0,3,89341,83273,1,0,14.8,13.8,1,0,95,97
3289,EUN1_3570047239,CLASSIC,420,EUN1,2044,34.07,blue,False,28,16,48,15,70357,60560,849,902,9,4,2,3,106104,97935,1,0,17.4,16.4,3,0,104,111
3290,EUN1_3571488897,CLASSIC,420,EUN1,2388,39.8,red,False,33,41,51,74,81145,84267,929,978,9,7,3,3,157486,168138,1,1,17.4,17.8,4,2,147,132
3291,EUN1_3593638731,CLASSIC,420,EUN1,1487,24.78,red,False,19,30,22,39,44906,54772,536,587,2,9,0,3,68728,93793,0,1,12.6,14.0,0,2,90,108
3292,EUN1_3556757986,CLASSIC,420,EUN1,2053,34.22,blue,False,36,30,50,45,73105,66508,784,770,8,6,4,1,128848,116016,1,1,16.8,16.4,2,0,126,134
3293,EUN1_3560017185,CLASSIC,420,EUN1,1411,23.52,red,False,18,30,27,38,41210,53515,520,522,1,9,0,3,52649,77533,0,1,11.6,13.2,0,1,100,85
3294,EUN1_3593044823,CLASSIC,420,EUN1,870,14.5,blue,True,20,12,26,5,31786,23852,325,310,3,0,1,1,41002,27761,0,0,9.4,8.2,0,0,54,59
3295,EUN1_3574260718,CLASSIC,420,EUN1,1488,24.8,red,False,18,44,21,46,43532,57931,467,479,2,9,0,3,57578,103291,0,1,12.4,13.8,0,1,101,90
3296,EUN1_3590866013,CLASSIC,420,EUN1,1554,25.9,blue,False,21,16,31,23,49059,44800,614,641,7,3,1,3,77896,75661,0,0,13.2,13.0,1,0,92,90
3297,EUN1_3596606875,CLASSIC,420,EUN1,1916,31.93,blue,False,39,40,60,51,67630,62609,734,706,6,4,3,2,125960,133602,1,0,16.0,15.4,1,0,124,111
3298,EUN1_3571437162,CLASSIC,420,EUN1,1827,30.45,red,False,30,44,42,70,61299,68793,688,669,4,10,1,3,115437,126002,1,1,15.4,16.2,0,3,117,115
3299,EUN1_3596386793,CLASSIC,420,EUN1,1408,23.47,red,False,27,42,32,37,45948,61894,485,592,1,8,1,2,80095,99188,0,1,12.8,14.0,0,1,96,98
3300,EUN1_3517498032,CLASSIC,420,EUN1,1766,29.43,red,True,26,31,35,38,52167,65616,639,699,2,7,0,4,92611,106887,0,1,14.4,15.8,0,1,105,102
3301,EUN1_3596398810,CLASSIC,420,EUN1,1586,26.43,red,False,8,23,7,41,40285,53161,635,643,1,10,1,2,57766,94476,0,1,12.8,14.0,0,3,86,96
3302,EUN1_3585415326,CLASSIC,420,EUN1,1932,32.2,blue,False,36,31,39,32,66220,63142,754,820,7,6,2,2,116036,110902,1,0,16.4,15.8,1,0,110,103
3303,EUN1_3557607355,CLASSIC,420,EUN1,1337,22.28,red,False,15,28,23,55,40742,49014,485,506,1,11,0,3,65374,70003,0,0,11.6,12.8,0,3,86,88
3304,EUN1_3571181258,CLASSIC,420,EUN1,1419,23.65,blue,False,36,20,38,32,58640,45384,571,502,10,3,2,0,89169,57115,1,0,13.6,12.4,2,0,105,84
3305,EUN1_3588178353,CLASSIC,420,EUN1,2103,35.05,blue,False,48,38,72,52,82076,73108,795,760,9,4,5,0,137307,126772,1,0,17.2,16.0,1,0,133,121
3306,EUN1_3592076577,CLASSIC,420,EUN1,1708,28.47,red,False,33,37,49,66,54531,61601,554,609,3,9,3,1,108742,112107,0,1,13.6,15.2,0,2,106,102
3307,EUN1_3575873961,CLASSIC,420,EUN1,1587,26.45,red,True,23,34,28,41,47162,54585,571,575,1,5,0,4,73685,95050,0,1,13.2,14.4,0,0,95,99
3308,EUN1_3587836127,CLASSIC,420,EUN1,1934,32.23,blue,True,47,27,74,37,74171,62815,760,784,9,3,2,2,179674,107465,2,0,16.6,15.8,2,0,108,110
3309,EUN1_3590951311,CLASSIC,420,EUN1,1592,26.53,red,False,26,38,28,42,53214,61151,621,664,6,8,0,3,72433,90827,0,1,13.4,15.2,0,1,99,96
3310,EUN1_3556501174,CLASSIC,420,EUN1,1559,25.98,red,False,22,41,36,50,49668,61532,586,600,1,10,1,3,86310,99848,0,1,13.4,14.6,0,3,109,104
3311,EUN1_3579043500,CLASSIC,420,EUN1,1534,25.57,red,False,34,20,30,36,52079,51108,563,591,4,6,3,0,83310,80001,1,0,14.0,13.4,0,1,88,89
3312,EUN1_3580571531,CLASSIC,420,EUN1,1535,25.58,red,True,21,33,30,45,47045,56423,553,541,2,7,1,2,70161,78500,0,1,12.6,13.2,0,1,107,100
3313,EUN1_3567996014,CLASSIC,420,EUN1,2028,33.8,red,True,29,45,26,81,59898,75219,755,687,2,7,2,3,100628,152401,0,2,15.0,17.0,0,1,107,133
3314,EUN1_3532801046,CLASSIC,420,EUN1,1810,30.17,blue,False,47,39,69,71,71529,67627,707,606,11,6,1,2,162510,148307,1,1,16.2,16.0,2,1,109,125
3315,EUN1_3567360922,CLASSIC,420,EUN1,1584,26.4,blue,False,28,20,33,30,58641,51331,636,679,11,2,3,1,80963,93598,1,0,14.2,13.8,4,0,95,100
3316,EUN1_3544734012,CLASSIC,420,EUN1,1053,17.55,blue,True,18,9,23,15,37254,29469,477,398,3,0,1,1,44179,25804,0,0,11.2,9.8,0,0,70,64
3317,EUN1_3545990884,CLASSIC,420,EUN1,1165,19.42,blue,True,23,6,35,2,39419,30509,483,418,3,1,1,1,48272,30753,0,0,12.0,10.2,0,0,67,72
3318,EUN1_3559599864,CLASSIC,420,EUN1,921,15.35,blue,True,32,9,28,14,39872,24620,373,281,4,0,1,1,51084,31252,0,0,10.2,9.0,0,0,67,71
3319,EUN1_3545606451,CLASSIC,420,EUN1,984,16.4,blue,True,15,8,16,11,32886,28194,402,336,3,0,1,1,43698,33159,0,0,9.8,9.6,0,0,68,69
3320,EUN1_3565543679,CLASSIC,420,EUN1,1408,23.47,red,False,19,32,29,34,43378,54586,542,579,0,11,2,1,71561,73732,0,1,12.4,14.0,0,3,80,92
3321,EUN1_3565360134,CLASSIC,420,EUN1,1945,32.42,blue,False,31,41,46,41,69427,65398,775,739,7,8,4,1,122960,147033,1,0,16.8,15.0,1,2,128,108
3322,EUN1_3569025267,CLASSIC,420,EUN1,1611,26.85,red,False,23,37,13,37,47243,60590,581,631,2,6,0,3,96157,106672,0,1,13.0,15.2,0,1,100,93
3323,EUN1_3596450796,CLASSIC,420,EUN1,979,16.32,blue,True,26,13,21,15,35768,28843,420,363,2,0,1,1,56826,37436,0,0,10.6,9.2,0,0,79,74
3324,EUN1_3536617353,CLASSIC,420,EUN1,2036,33.93,red,False,35,43,53,65,62603,71367,626,649,3,11,1,4,142117,195765,0,1,14.4,15.8,0,3,126,114
3325,EUN1_3579097973,CLASSIC,420,EUN1,1931,32.18,blue,False,42,44,66,76,70627,68712,657,585,8,7,1,4,143595,130991,0,1,15.2,15.2,1,2,115,117
3326,EUN1_3572046469,CLASSIC,420,EUN1,1717,28.62,blue,False,34,30,38,43,62093,58811,626,692,11,2,3,1,117479,119773,2,0,15.6,15.4,4,0,107,111
3327,EUN1_3589001837,CLASSIC,420,EUN1,1201,20.02,blue,False,29,15,31,22,47022,34001,515,380,8,0,2,0,76335,43552,0,0,12.0,10.4,2,0,69,81
3328,EUN1_3594623934,CLASSIC,420,EUN1,2143,35.72,red,False,32,51,41,45,70902,82995,835,814,5,10,1,3,126163,131627,0,2,16.6,17.6,1,1,125,128
3329,EUN1_3594525285,CLASSIC,420,EUN1,1554,25.9,blue,False,23,8,41,11,54643,43687,660,712,10,3,2,1,91909,65899,1,0,14.2,13.0,2,0,100,79
3330,EUN1_3557470234,CLASSIC,420,EUN1,2017,33.62,blue,False,26,24,39,38,68527,64433,799,816,9,3,4,1,110126,92592,2,0,16.4,16.0,3,0,112,116
3331,EUN1_3586132600,CLASSIC,420,EUN1,1571,26.18,red,False,18,36,20,67,48655,54566,558,512,4,7,3,1,74115,87353,0,1,12.8,14.4,0,1,93,101
3332,EUN1_3558972260,CLASSIC,420,EUN1,919,15.32,red,True,9,24,10,27,26761,34842,346,359,1,2,0,2,25211,35355,0,0,8.6,10.4,0,0,55,66
3333,EUN1_3582483021,CLASSIC,420,EUN1,1904,31.73,blue,False,34,16,53,25,68239,53077,765,726,10,1,3,2,114335,101197,2,0,16.8,15.0,3,0,109,111
3334,EUN1_3545621038,CLASSIC,420,EUN1,2037,33.95,blue,False,30,17,58,19,70425,55015,719,752,10,2,3,2,128691,103435,2,0,17.0,15.0,4,0,121,125
3335,EUN1_3577596388,CLASSIC,420,EUN1,1502,25.03,blue,True,32,14,35,16,54526,46839,667,615,5,4,3,1,81387,79659,1,0,14.6,12.8,1,0,106,103
3336,EUN1_3549520199,CLASSIC,420,EUN1,2079,34.65,blue,False,33,38,55,53,72582,72684,744,754,8,8,2,3,137464,148804,1,1,16.8,16.6,1,0,125,124
3337,EUN1_3582925286,CLASSIC,420,EUN1,2410,40.17,blue,False,44,47,67,59,86176,81672,906,854,10,10,2,4,205458,185836,2,0,17.8,17.6,3,2,132,136
3338,EUN1_3527492103,CLASSIC,420,EUN1,1647,27.45,blue,False,56,32,61,43,66098,54215,554,528,8,3,3,1,117439,96041,1,0,15.0,13.4,1,0,109,107
3339,EUN1_3592246137,CLASSIC,420,EUN1,106,1.77,red,False,0,0,0,0,2563,2590,3,0,0,0,0,0,88,78,0,0,1.0,1.2,0,0,16,14
3340,EUN1_3523545885,CLASSIC,420,EUN1,912,15.2,blue,True,20,6,23,10,33066,22891,386,351,2,0,1,0,37165,21610,0,0,10.0,8.6,0,0,58,58
3341,EUN1_3589032765,CLASSIC,420,EUN1,2214,36.9,red,False,29,50,32,48,68129,81667,841,829,2,8,0,5,123034,168993,0,2,16.8,17.8,0,1,117,118
3342,EUN1_3594224837,CLASSIC,420,EUN1,1782,29.7,red,False,28,51,54,79,54762,68107,545,579,2,9,1,3,111864,142743,0,2,14.2,15.6,0,3,106,124
3343,EUN1_3593701320,CLASSIC,420,EUN1,1898,31.63,red,True,29,34,58,59,58203,67734,663,761,2,9,2,2,134215,127879,0,1,15.2,16.0,0,1,117,112
3344,EUN1_3592296873,CLASSIC,420,EUN1,1126,18.77,red,True,9,34,10,51,29309,43141,352,391,0,4,0,3,54543,68361,0,0,9.4,11.2,0,0,74,80
3345,EUN1_3571749505,CLASSIC,420,EUN1,1485,24.75,red,False,18,37,24,44,48510,58499,566,632,4,9,1,3,70477,99690,0,1,13.2,14.4,0,1,101,106
3346,EUN1_3570195455,CLASSIC,420,EUN1,1489,24.82,red,False,24,32,45,54,47552,53969,520,513,2,10,0,3,78859,97141,0,0,12.4,12.8,0,2,106,93
3347,EUN1_3529398773,CLASSIC,420,EUN1,974,16.23,blue,True,16,6,19,4,35417,24497,395,306,6,0,1,1,37119,22835,0,0,9.8,9.4,1,0,72,61
