,match_id,game_mode,queue_id,platform_id,game_duration_in_ms,game_duration_in_min,win,surrender,total_blue_kills,total_red_kills,total_blue_assists,total_red_assists,total_blue_gold_earned,total_red_gold_earned,total_blue_minions_killed,total_red_minions_killed,total_blue_turret_kills,total_red_turret_kills,total_blue_dragon_kills,total_red_dragon_kills,total_blue_damage_dealt_to_champions,total_red_damage_dealt_to_champions,total_blue_baron_kills,total_red_baron_kills,avg_blue_champ_level,avg_red_champ_level,total_blue_inhibitor_kills,total_red_inhibitor_kills,total_blue_items_purchased,total_red_items_purchased
0,EUN1_3578306282,CLASSIC,420,EUN1,1856,30.93,red,False,19,38,32,44,59212,65705,733,740,2,9,1,4,89815,103664,1,1,14.8,16.2,0,2,111,97
1,EUN1_3595176832,CLASSIC,420,EUN1,1800,30.0,red,False,20,35,35,61,56732,65380,665,737,4,9,0,4,78735,124119,1,1,14.8,15.8,0,2,98,105
2,EUN1_3576621691,CLASSIC,420,EUN1,1147,19.12,blue,True,29,9,38,9,45253,28880,463,375,6,0,1,0,55747,35982,0,0,12.0,9.8,0,0,80,75
3,EUN1_3544424474,CLASSIC,420,EUN1,3218,53.63,red,False,52,45,74,76,112538,109993,1369,1142,5,10,5,4,212066,263098,1,4,18.0,18.0,0,8,165,155
4,EUN1_3590854342,CLASSIC,420,EUN1,1071,17.85,red,False,5,19,5,20,25757,38683,399,482,0,8,0,1,35872,46735,0,0,9.8,11.4,0,1,70,63
5,EUN1_3575062308,CLASSIC,420,EUN1,2017,33.62,red,False,34,38,37,36,74166,74139,827,861,9,10,3,2,117182,146552,2,0,17.2,16.6,1,1,106,124
6,EUN1_3566327601,CLASSIC,420,EUN1,1756,29.27,blue,False,48,29,50,33,72362,55137,687,684,11,0,2,2,124927,90930,2,0,16.0,14.2,3,0,114,115
7,EUN1_3577332817,CLASSIC,420,EUN1,1483,24.72,red,False,20,35,26,44,43836,56650,500,593,1,10,1,2,80314,112981,0,0,12.6,14.0,0,1,93,88
8,EUN1_3588848537,CLASSIC,420,EUN1,1775,29.58,blue,False,31,25,41,28,61448,54180,628,620,8,3,4,0,120435,82158,1,0,15.0,14.0,1,0,95,96
9,EUN1_3596367106,CLASSIC,420,EUN1,1910,31.83,blue,False,42,33,62,51,69129,62321,693,686,9,4,2,2,172581,137759,2,0,15.8,14.8,2,0,112,120
10,EUN1_3567541721,CLASSIC,420,EUN1,1804,30.07,red,False,25,25,48,39,52875,63987,649,713,2,11,1,3,80840,117230,0,2,14.4,15.4,0,3,97,102
11,EUN1_3595025014,CLASSIC,420,EUN1,2168,36.13,blue,False,42,35,80,40,74452,72217,736,749,8,6,1,3,153637,169440,1,1,17.2,16.2,1,1,128,125
12,EUN1_3539213430,CLASSIC,420,EUN1,1509,25.15,red,False,27,30,28,40,46915,59083,506,628,2,11,1,2,74270,89933,0,1,12.4,14.2,0,3,89,98
13,EUN1_3593267307,CLASSIC,420,EUN1,1746,29.1,red,False,15,42,27,84,49643,61391,652,616,2,8,3,1,72530,114574,0,1,13.2,15.0,0,1,113,99
14,EUN1_3555937797,CLASSIC,420,EUN1,1448,24.13,red,True,15,34,21,56,40284,55694,553,583,2,8,1,2,66666,88941,0,1,12.0,14.2,0,0,93,89
15,EUN1_3567312074,CLASSIC,420,EUN1,1839,30.65,red,False,36,40,47,40,63991,69200,737,703,3,10,3,1,119149,129118,0,1,16.0,15.8,0,1,117,117
16,EUN1_3560087903,CLASSIC,420,EUN1,1389,23.15,blue,False,35,17,42,25,52552,40744,545,476,9,1,2,1,94448,61928,0,0,13.0,11.6,1,0,88,86
17,EUN1_3588432704,CLASSIC,420,EUN1,1110,18.5,blue,True,26,7,29,6,41249,29086,498,418,5,0,2,0,50918,34278,0,0,11.4,10.2,0,0,80,71
18,EUN1_3588940854,CLASSIC,420,EUN1,1942,32.37,red,False,33,41,53,67,62948,73942,705,725,2,10,1,4,136371,157939,0,1,15.4,16.4,0,2,116,120
19,EUN1_3568126803,CLASSIC,420,EUN1,1723,28.72,blue,False,45,42,63,41,66521,59963,534,560,7,4,0,4,126659,108725,1,0,14.6,13.6,1,0,113,110
20,EUN1_3566366918,CLASSIC,420,EUN1,2469,41.15,blue,False,50,40,70,81,90174,77712,817,857,10,3,3,2,217672,203346,2,0,17.6,17.6,3,0,127,133
21,EUN1_3579020947,CLASSIC,420,EUN1,1759,29.32,red,False,28,29,34,45,55060,61090,622,615,3,7,0,4,95458,91773,0,2,14.6,15.4,0,1,99,110
22,EUN1_3588661407,CLASSIC,420,EUN1,1416,23.6,blue,True,36,25,56,27,57626,45321,545,479,7,0,3,0,92377,74798,1,0,13.8,12.4,1,0,100,101
23,EUN1_3596410317,CLASSIC,420,EUN1,2682,44.7,red,False,33,37,43,55,81572,89716,878,1036,7,9,2,5,212130,180580,3,1,17.8,18.0,2,2,133,136
24,EUN1_3577361553,CLASSIC,420,EUN1,2008,33.47,red,False,36,43,48,68,69749,70799,732,741,10,8,2,1,143036,157349,1,0,16.4,16.6,2,2,112,116
25,EUN1_3577606750,CLASSIC,420,EUN1,1408,23.47,red,False,19,32,24,35,41722,54444,496,584,1,9,0,3,67994,75534,0,1,11.8,13.8,0,2,90,88
26,EUN1_3589806074,CLASSIC,420,EUN1,1552,25.87,blue,False,38,26,69,30,58944,51730,617,688,8,4,3,0,113927,86703,0,0,14.6,13.6,1,0,97,92
27,EUN1_3563529353,CLASSIC,420,EUN1,2290,38.17,red,False,36,41,68,83,74605,79027,723,829,8,8,4,1,157871,180143,1,1,16.8,17.4,3,1,133,140
28,EUN1_3587123868,CLASSIC,420,EUN1,1848,30.8,blue,False,47,35,71,54,71335,60256,643,595,9,4,4,0,141632,122510,2,0,16.4,15.0,2,0,111,110
29,EUN1_3567274973,CLASSIC,420,EUN1,1481,24.68,blue,False,25,12,50,15,51156,39924,545,591,9,1,2,2,73696,43989,1,0,13.0,12.2,2,0,100,98
30,EUN1_3595666158,CLASSIC,420,EUN1,1315,21.92,red,False,15,28,20,42,37361,48615,478,558,1,9,1,2,47324,77065,0,0,11.6,12.6,0,2,84,82
31,EUN1_3576725225,CLASSIC,420,EUN1,1573,26.22,blue,True,43,17,53,23,56494,45104,468,555,6,3,4,0,109443,94842,1,0,13.8,12.2,1,0,97,93
32,EUN1_3548080488,CLASSIC,420,EUN1,1952,32.53,blue,False,40,32,57,45,70665,63897,744,756,7,5,2,3,127966,115202,2,0,16.6,15.4,1,0,117,112
33,EUN1_3561192227,CLASSIC,420,EUN1,1568,26.13,blue,False,49,29,79,48,62049,53233,471,534,9,2,3,1,130105,92817,1,0,14.6,13.6,3,0,91,113
34,EUN1_3573631350,CLASSIC,420,EUN1,2106,35.1,red,False,44,54,54,57,74240,81769,785,763,5,9,3,2,166736,150124,1,1,16.4,17.4,0,1,129,117
35,EUN1_3596228406,CLASSIC,420,EUN1,1839,30.65,blue,False,43,18,69,27,68414,60118,663,735,10,7,3,1,146083,104624,1,0,16.0,14.4,2,0,110,118
36,EUN1_3594038439,CLASSIC,420,EUN1,2340,39.0,red,False,37,36,54,67,76551,77444,823,655,7,7,0,5,142976,130592,0,3,16.8,17.8,0,2,139,122
37,EUN1_3569877664,CLASSIC,420,EUN1,1973,32.88,blue,False,50,37,62,36,76205,64010,727,706,9,4,2,2,151068,129571,2,0,17.2,16.0,1,0,138,114
38,EUN1_3562513452,CLASSIC,420,EUN1,1833,30.55,blue,False,44,32,76,43,68920,62470,702,684,8,6,2,2,152077,135390,1,0,16.2,14.8,1,1,102,134
39,EUN1_3561496397,CLASSIC,420,EUN1,2233,37.22,red,False,38,51,61,78,70696,79393,751,740,6,10,3,3,171002,161628,0,1,16.2,17.0,0,2,133,121
40,EUN1_3576140983,CLASSIC,420,EUN1,1759,29.32,blue,True,32,25,48,37,61791,55485,688,647,5,6,3,1,92389,110029,1,0,15.4,14.2,1,0,103,118
41,EUN1_3594703680,CLASSIC,420,EUN1,1135,18.92,blue,False,31,9,38,11,46448,30051,500,375,10,0,3,0,54986,36490,0,0,12.0,9.4,2,0,70,68
42,EUN1_3588921133,CLASSIC,420,EUN1,1873,31.22,blue,False,35,21,50,19,70400,55690,783,732,11,3,4,0,110140,91520,1,0,16.0,14.8,3,0,109,108
43,EUN1_3577723498,CLASSIC,420,EUN1,1301,21.68,blue,True,21,6,20,3,42030,32760,555,506,2,0,1,1,53645,40840,0,0,12.4,11.0,0,0,88,78
44,EUN1_3574197646,CLASSIC,420,EUN1,1813,30.22,red,False,20,45,21,71,55041,68318,699,621,2,11,1,3,86949,121097,0,1,13.6,15.6,0,3,98,120
45,EUN1_3596634527,CLASSIC,420,EUN1,1549,25.82,blue,True,13,18,20,20,47120,47487,582,635,3,6,4,0,50512,55446,1,0,13.4,12.8,0,0,96,78
46,EUN1_3587837741,CLASSIC,420,EUN1,1667,27.78,blue,False,40,28,59,26,58305,56459,577,564,6,3,3,1,111800,81124,0,0,14.6,14.4,2,0,110,111
47,EUN1_3389722133,CLASSIC,420,EUN1,108,1.8,red,False,0,0,0,0,2500,2630,0,2,0,0,0,0,0,0,0,0,1.0,1.2,0,0,16,18
48,EUN1_3570241416,CLASSIC,420,EUN1,1788,29.8,red,False,37,56,50,65,62223,69705,672,587,1,11,0,3,128898,133947,0,1,15.4,15.4,0,4,113,114
49,EUN1_3586254241,CLASSIC,420,EUN1,914,15.23,blue,True,15,2,12,0,35216,18554,428,250,7,0,0,1,31224,12449,0,0,10.0,7.8,1,0,52,49
50,EUN1_3567388528,CLASSIC,420,EUN1,2251,37.52,blue,True,43,43,65,55,78459,76431,815,748,9,2,2,3,153431,156278,1,1,17.0,17.0,1,0,143,132
51,EUN1_3556330000,CLASSIC,420,EUN1,1777,29.62,red,False,26,41,42,76,56241,66424,715,630,3,9,2,2,108500,124199,0,1,14.4,15.2,0,3,105,109
52,EUN1_3570597809,CLASSIC,420,EUN1,2710,45.17,red,False,58,41,63,64,96445,91785,994,937,5,9,4,3,250247,217068,3,0,17.8,18.0,1,5,119,150
53,EUN1_3395771510,CLASSIC,420,EUN1,1395,23.25,blue,True,29,22,36,20,50104,45632,467,532,6,2,3,0,61397,77643,1,0,13.4,11.8,1,0,85,88
54,EUN1_3577644071,CLASSIC,420,EUN1,2379,39.65,red,False,37,37,68,62,79177,80881,911,891,7,9,4,2,173938,159811,1,1,17.4,17.6,1,3,125,126
55,EUN1_3591554330,CLASSIC,420,EUN1,1909,31.82,blue,False,40,29,55,52,72619,61347,736,761,11,4,3,1,154694,151232,2,0,16.8,15.2,3,0,112,127
56,EUN1_3596503264,CLASSIC,420,EUN1,1818,30.3,red,False,31,36,52,44,61702,70261,703,756,2,10,0,3,102931,125382,0,2,15.2,16.4,0,2,120,105
57,EUN1_3580402521,CLASSIC,420,EUN1,1918,31.97,blue,False,44,32,80,46,68472,60891,686,664,10,4,3,2,132552,122965,0,1,15.8,15.4,1,0,109,117
58,EUN1_3550244626,CLASSIC,420,EUN1,1615,26.92,red,False,15,28,28,44,44445,59961,604,651,0,11,1,3,76514,75987,0,1,12.8,14.4,0,3,95,97
59,EUN1_3584892657,CLASSIC,420,EUN1,2002,33.37,blue,False,47,31,88,48,73331,64426,678,701,10,4,4,1,190698,139929,1,0,16.8,15.4,2,0,128,133
60,EUN1_3545577463,CLASSIC,420,EUN1,1439,23.98,red,False,13,36,16,63,40069,57265,517,559,1,9,1,2,47662,101500,0,1,12.0,14.2,0,2,81,93
61,EUN1_3592970765,CLASSIC,420,EUN1,1883,31.38,blue,False,40,22,64,34,67973,58043,748,643,8,4,4,1,111709,112860,1,0,16.0,14.6,1,0,112,107
62,EUN1_3593625537,CLASSIC,420,EUN1,1292,21.53,red,False,16,38,22,50,38207,52793,468,486,0,9,1,2,60447,96138,0,1,11.4,13.2,0,1,87,85
63,EUN1_3556265229,CLASSIC,420,EUN1,1801,30.02,red,False,21,32,19,38,53594,62896,675,681,2,9,2,2,76470,109594,0,1,14.4,15.4,0,2,106,103
64,EUN1_3586765950,CLASSIC,420,EUN1,1801,30.02,red,False,18,33,29,45,49825,65607,591,703,2,11,0,4,68068,104173,0,2,13.4,15.8,0,2,107,108
65,EUN1_3570394707,CLASSIC,420,EUN1,1580,26.33,blue,False,35,26,31,23,59311,48730,621,576,11,2,3,1,84893,82297,1,0,15.0,13.0,3,0,102,90
66,EUN1_3544187276,CLASSIC,420,EUN1,1499,24.98,blue,False,30,22,46,33,55048,50215,607,632,7,4,4,0,92596,64582,1,0,13.8,12.8,1,0,104,93
67,EUN1_3532909138,CLASSIC,420,EUN1,1799,29.98,red,True,24,45,25,58,55929,64907,665,633,3,5,0,4,92775,109772,0,1,14.0,15.6,0,1,109,118
68,EUN1_3588375443,CLASSIC,420,EUN1,2177,36.28,red,False,45,51,76,65,74009,80234,741,755,4,9,2,3,151152,215179,0,2,17.2,17.4,0,1,118,135
69,EUN1_3595978834,CLASSIC,420,EUN1,1669,27.82,blue,False,31,22,49,48,56838,50356,594,530,9,2,3,0,96402,85666,0,1,13.6,13.4,2,0,99,99
70,EUN1_3574136730,CLASSIC,420,EUN1,2373,39.55,blue,False,48,39,73,64,90979,78118,910,858,11,8,5,1,159918,135333,2,0,17.8,17.2,3,1,139,135
71,EUN1_3589486625,CLASSIC,420,EUN1,1583,26.38,blue,False,30,23,40,35,58014,50333,595,591,8,3,2,2,97535,78268,1,0,14.4,13.6,1,0,105,108
72,EUN1_3594142825,CLASSIC,420,EUN1,1390,23.17,red,False,11,32,13,39,39658,53856,564,567,1,9,2,1,50862,70589,0,1,12.2,13.6,0,1,88,77
73,EUN1_3594825794,CLASSIC,420,EUN1,1298,21.63,blue,True,27,12,52,12,47132,37232,522,557,5,2,2,1,77939,51127,0,0,12.6,11.6,0,0,86,76
74,EUN1_3583024455,CLASSIC,420,EUN1,1772,29.53,red,False,25,34,37,44,52183,64342,638,679,0,11,2,2,86740,130667,0,2,14.4,15.6,0,3,106,103
75,EUN1_3565424644,CLASSIC,420,EUN1,1870,31.17,blue,True,58,33,73,48,74700,65256,724,714,8,4,3,1,143572,125375,1,0,16.4,15.2,2,0,116,116
76,EUN1_3570080603,CLASSIC,420,EUN1,1937,32.28,blue,False,39,40,42,40,70854,66077,763,660,8,6,1,4,136865,125123,0,2,16.6,16.2,1,1,118,138
77,EUN1_3593513175,CLASSIC,420,EUN1,1396,23.27,red,True,16,25,16,24,40397,47511,548,545,0,2,2,1,50315,59743,0,0,11.6,13.2,0,0,99,85
78,EUN1_3587981961,CLASSIC,420,EUN1,1098,18.3,blue,False,33,17,20,27,45138,34379,451,351,10,0,2,0,62541,47509,0,0,11.6,10.2,2,0,73,74
79,EUN1_3589973159,CLASSIC,420,EUN1,1173,19.55,red,False,12,36,14,44,32392,50046,385,522,0,10,1,1,53843,72156,0,0,10.4,12.8,0,2,82,78
80,EUN1_3595935842,CLASSIC,420,EUN1,1709,28.48,blue,False,30,26,43,42,62478,52584,689,689,8,3,3,1,108429,109616,1,0,15.4,13.6,1,0,113,103
81,EUN1_3596381177,CLASSIC,420,EUN1,1581,26.35,red,False,23,38,24,54,50552,58518,558,591,3,8,1,3,72229,112136,0,1,13.0,14.8,0,1,100,104
82,EUN1_3595001500,CLASSIC,420,EUN1,1662,27.7,red,False,22,40,33,55,52399,60427,619,606,3,8,0,4,91657,101579,0,1,13.4,15.4,0,1,104,104
83,EUN1_3582804606,CLASSIC,420,EUN1,1181,19.68,red,True,20,21,31,15,37886,41447,387,472,1,6,0,2,44386,56269,0,0,11.0,11.6,0,1,93,83
84,EUN1_3516238167,CLASSIC,420,EUN1,1603,26.72,blue,False,38,26,52,38,58358,52906,599,588,8,4,2,1,104168,91759,1,0,14.6,13.6,1,0,107,96
85,EUN1_3539299068,CLASSIC,420,EUN1,1586,26.43,red,True,13,21,20,28,44449,55190,624,684,2,10,1,2,60811,70758,0,1,13.0,14.6,0,2,94,97
86,EUN1_3551254340,CLASSIC,420,EUN1,1841,30.68,blue,False,38,29,54,63,68239,57361,625,647,9,4,3,1,113474,101964,2,0,16.0,14.4,1,0,124,124
87,EUN1_3569127568,CLASSIC,420,EUN1,940,15.67,blue,True,28,6,26,4,36065,24011,406,342,5,0,1,0,43894,37990,0,0,10.0,8.8,1,0,79,68
88,EUN1_3563162926,CLASSIC,420,EUN1,1897,31.62,blue,False,49,19,91,27,70832,56102,706,730,10,1,3,1,155232,121669,1,0,16.6,15.0,2,0,118,92
89,EUN1_3587839456,CLASSIC,420,EUN1,1801,30.02,blue,True,46,28,53,40,69682,56351,620,627,6,2,2,2,136013,83557,1,0,15.8,14.6,1,0,104,121
90,EUN1_3579397978,CLASSIC,420,EUN1,1620,27.0,red,True,18,37,23,58,49441,59479,625,646,4,9,1,3,85837,114920,0,1,13.2,14.8,0,1,113,95
91,EUN1_3524240809,CLASSIC,420,EUN1,2529,42.15,blue,False,42,44,56,67,86744,83166,869,955,10,4,3,3,161337,180416,3,0,17.4,17.4,5,0,126,150
92,EUN1_3577734446,CLASSIC,420,EUN1,2565,42.75,blue,False,54,45,90,63,94199,89057,879,910,10,7,1,5,192005,173781,2,1,17.8,17.8,6,1,152,133
93,EUN1_3546217371,CLASSIC,420,EUN1,1851,30.85,blue,False,42,28,62,45,68133,58809,622,711,10,2,4,1,121824,115647,1,0,16.0,14.6,2,0,110,117
94,EUN1_3581525245,CLASSIC,420,EUN1,1743,29.05,red,False,33,33,49,50,57324,65136,673,733,3,8,1,3,98723,127239,0,1,14.4,15.8,0,1,100,109
95,EUN1_3537846325,CLASSIC,420,EUN1,1942,32.37,blue,False,45,29,63,40,73429,65813,841,800,10,3,2,2,133958,129631,0,1,16.6,16.2,2,0,127,113
96,EUN1_3594538741,CLASSIC,420,EUN1,1663,27.72,blue,False,45,16,72,18,64328,48176,656,601,10,2,3,1,134899,81022,1,0,15.8,13.4,2,0,88,104
97,EUN1_3583195481,CLASSIC,420,EUN1,1811,30.18,red,False,27,42,43,47,58047,68325,649,719,2,11,2,3,121407,123014,1,0,15.0,16.0,0,2,115,105
98,EUN1_3566905193,CLASSIC,420,EUN1,1584,26.4,red,True,20,23,14,44,52233,54456,715,698,5,4,3,1,69163,77124,0,1,14.2,15.0,0,0,99,105
99,EUN1_3571120723,CLASSIC,420,EUN1,1473,24.55,red,False,15,26,14,40,38674,50504,567,545,0,10,0,3,86558,87521,0,0,12.0,13.4,0,2,103,89
100,EUN1_3565649070,CLASSIC,420,EUN1,1576,26.27,red,False,28,43,32,63,55931,62516,660,522,3,10,0,4,92237,103149,0,1,14.2,14.2,0,5,106,112
101,EUN1_3594611738,CLASSIC,420,EUN1,2277,37.95,blue,False,56,36,59,56,85749,75000,838,750,9,6,2,3,161984,175704,2,1,17.8,17.0,2,1,129,124
102,EUN1_3590193738,CLASSIC,420,EUN1,1922,32.03,red,False,22,39,34,78,60991,69388,797,681,8,8,1,3,90455,100424,0,2,15.0,16.6,1,1,130,98
103,EUN1_3583049793,CLASSIC,420,EUN1,1479,24.65,blue,False,38,21,50,28,60708,45423,602,526,10,3,4,0,92761,77357,1,0,14.4,12.4,2,0,102,91
104,EUN1_3590626612,CLASSIC,420,EUN1,1835,30.58,blue,True,24,19,38,40,61687,51670,643,709,8,2,1,4,91439,82228,1,0,15.4,13.8,1,0,102,98
105,EUN1_3585113024,CLASSIC,420,EUN1,1310,21.83,blue,True,23,9,36,11,47541,34137,522,513,5,0,1,2,65882,51472,0,0,12.8,11.4,0,0,88,76
106,EUN1_3551827663,CLASSIC,420,EUN1,2329,38.82,red,False,53,40,86,58,80480,82417,805,852,6,10,3,3,186044,160926,2,1,17.6,17.8,2,2,119,139
107,EUN1_3532841266,CLASSIC,420,EUN1,2127,35.45,blue,False,50,33,57,54,78113,72233,719,824,9,3,3,0,163818,146547,1,0,16.8,16.8,4,0,115,125
108,EUN1_3586416464,CLASSIC,420,EUN1,1675,27.92,blue,True,43,24,52,39,66165,53080,682,653,10,2,3,1,108516,102726,1,0,15.6,14.2,2,0,99,104
109,EUN1_3563689299,CLASSIC,420,EUN1,1244,20.73,red,True,17,24,14,27,37004,43297,431,504,2,4,1,2,42684,57667,0,0,11.2,12.2,0,0,69,98
110,EUN1_3517537288,CLASSIC,420,EUN1,920,15.33,blue,True,24,3,23,3,33423,22171,371,361,2,0,1,0,36940,27801,0,0,9.8,8.8,0,0,71,55
111,EUN1_3592225332,CLASSIC,420,EUN1,1559,25.98,blue,False,24,13,40,21,53957,42136,608,585,9,1,2,2,68780,55986,1,0,14.8,12.6,2,0,90,95
112,EUN1_3554471963,CLASSIC,420,EUN1,2268,37.8,blue,True,49,37,62,56,84194,75454,868,782,9,5,3,3,186125,145756,0,2,17.2,17.0,1,0,129,144
113,EUN1_3565196519,CLASSIC,420,EUN1,1834,30.57,red,False,16,29,23,57,52545,61421,712,701,3,7,1,4,71668,122852,0,1,14.4,15.8,0,1,97,105
114,EUN1_3588540289,CLASSIC,420,EUN1,1576,26.27,blue,False,48,20,81,32,60904,50564,540,540,8,1,2,1,114408,71528,0,1,13.8,13.2,1,0,101,99
115,EUN1_3566417834,CLASSIC,420,EUN1,1299,21.65,red,True,29,40,30,58,44993,52935,426,461,2,7,0,3,74566,103368,0,1,11.4,13.0,0,1,84,107
116,EUN1_3582897592,CLASSIC,420,EUN1,1572,26.2,blue,False,33,22,40,35,58186,49679,623,623,10,0,2,2,95151,71984,1,0,14.6,14.4,3,0,107,98
117,EUN1_3592272718,CLASSIC,420,EUN1,1468,24.47,blue,False,25,21,25,26,49881,44230,539,513,10,4,2,1,85374,65427,0,0,13.2,13.0,2,0,89,98
118,EUN1_3577285988,CLASSIC,420,EUN1,1342,22.37,blue,True,33,17,35,35,52834,43998,542,518,6,2,3,0,69712,49148,1,0,13.2,11.8,0,0,95,88
119,EUN1_3545540629,CLASSIC,420,EUN1,1566,26.1,blue,False,38,26,46,29,60670,50640,620,593,9,2,4,0,104202,92032,1,0,14.6,13.0,1,0,97,97
120,EUN1_3586271405,CLASSIC,420,EUN1,1756,29.27,red,False,47,42,51,56,65017,68779,636,544,8,9,2,2,133289,126024,0,2,15.0,15.6,1,2,126,121
121,EUN1_3596460566,CLASSIC,420,EUN1,1456,24.27,blue,False,31,16,45,11,52908,40553,586,531,9,0,4,0,85003,60188,0,0,13.2,12.0,1,0,106,101
122,EUN1_3584614561,CLASSIC,420,EUN1,1509,25.15,red,False,22,29,28,45,45621,55931,562,558,2,8,2,2,79823,87068,0,1,12.8,14.4,0,1,85,105
123,EUN1_3577618788,CLASSIC,420,EUN1,2068,34.47,blue,False,41,26,70,41,74641,65320,803,827,8,3,4,1,153993,99954,1,1,17.0,16.4,1,0,128,115
124,EUN1_3592629851,CLASSIC,420,EUN1,117,1.95,red,False,0,0,0,0,2628,2843,1,7,0,0,0,0,483,340,0,0,1.0,1.2,0,0,13,15
125,EUN1_3584044179,CLASSIC,420,EUN1,1448,24.13,red,False,21,30,33,48,42935,54379,472,500,3,11,1,2,95313,96308,0,1,12.2,13.8,0,3,90,87
126,EUN1_3537007358,CLASSIC,420,EUN1,1561,26.02,blue,False,30,28,46,26,58262,49670,555,605,9,2,1,2,87146,95900,1,0,14.4,13.0,1,0,96,100
127,EUN1_3577286134,CLASSIC,420,EUN1,1877,31.28,blue,False,44,25,62,24,64861,56835,603,676,7,5,4,1,148714,116999,1,0,16.2,14.6,1,0,113,102
128,EUN1_3587286090,CLASSIC,420,EUN1,1612,26.87,blue,False,28,17,55,21,58176,49794,624,678,9,5,3,1,92505,64564,1,0,14.8,13.6,1,0,98,87
129,EUN1_3564351213,CLASSIC,420,EUN1,927,15.45,red,True,5,24,8,27,25824,33364,383,365,0,1,0,1,31927,45875,0,0,9.2,9.8,0,0,63,67
130,EUN1_3568619012,CLASSIC,420,EUN1,1563,26.05,red,False,13,28,26,41,46075,56195,640,661,3,10,0,4,57792,90355,0,1,13.4,14.2,0,2,99,92
131,EUN1_3594996212,CLASSIC,420,EUN1,1640,27.33,red,True,18,39,16,64,46371,63487,622,676,0,11,2,2,72563,103675,0,1,13.4,15.0,0,2,101,115
132,EUN1_3572245774,CLASSIC,420,EUN1,1425,23.75,red,True,8,33,11,49,35446,54758,530,595,0,7,0,3,49231,86133,0,1,11.6,13.6,0,1,85,81
133,EUN1_3566923144,CLASSIC,420,EUN1,1310,21.83,blue,False,29,10,33,13,48354,35590,549,455,11,1,2,0,64312,54603,0,0,12.2,11.0,3,0,88,88
134,EUN1_3565682483,CLASSIC,420,EUN1,1556,25.93,blue,False,39,13,48,11,62014,47089,670,678,11,4,4,0,95106,67596,1,0,15.2,13.2,3,0,110,96
135,EUN1_3587580076,CLASSIC,420,EUN1,1110,18.5,red,True,8,22,9,22,27430,40608,361,456,0,7,0,2,30999,46919,0,0,9.6,11.2,0,2,77,70
136,EUN1_3593699809,CLASSIC,420,EUN1,1416,23.6,red,False,26,22,38,20,51041,52537,550,609,5,10,0,4,78097,74624,0,1,12.4,13.8,0,2,91,92
137,EUN1_3588620775,CLASSIC,420,EUN1,1664,27.73,blue,False,26,23,48,50,55286,49287,580,591,7,2,3,1,124827,92893,1,0,14.6,13.6,1,0,89,111
138,EUN1_3575893034,CLASSIC,420,EUN1,1719,28.65,blue,False,38,38,43,57,62423,58638,632,586,8,3,1,3,102695,108548,1,0,15.4,14.2,1,0,106,134
139,EUN1_3559583737,CLASSIC,420,EUN1,1759,29.32,red,False,33,60,42,59,59176,78093,601,689,3,10,0,4,109206,153441,0,1,14.6,16.6,0,2,115,114
140,EUN1_3555826923,CLASSIC,420,EUN1,1552,25.87,red,False,25,34,33,54,51269,57072,619,554,4,7,1,2,82426,97412,0,1,13.2,14.6,0,1,95,97
141,EUN1_3590524034,CLASSIC,420,EUN1,1988,33.13,blue,False,46,31,63,45,74522,63104,705,709,10,3,3,2,148752,132716,2,0,16.8,15.8,3,0,130,117
142,EUN1_3569855022,CLASSIC,420,EUN1,1874,31.23,red,False,32,45,40,74,62054,70230,717,613,4,10,1,3,103635,123654,0,1,15.0,16.0,0,2,113,120
143,EUN1_3577570328,CLASSIC,420,EUN1,1570,26.17,blue,False,15,15,25,13,52458,46077,680,668,7,4,1,3,61333,62115,1,0,14.2,13.4,1,0,95,101
144,EUN1_3575725810,CLASSIC,420,EUN1,1747,29.12,red,False,24,36,24,52,54397,62365,637,700,2,9,1,3,106016,99612,1,0,14.2,15.0,0,1,104,104
145,EUN1_3556629811,CLASSIC,420,EUN1,1654,27.57,red,False,22,42,22,62,50496,64484,586,680,3,9,1,2,94404,121186,0,1,13.6,16.0,0,2,99,101
146,EUN1_3578625679,CLASSIC,420,EUN1,2040,34.0,blue,False,46,27,63,49,75877,66059,855,793,8,2,4,1,135647,110414,1,1,17.6,16.4,1,0,118,110
147,EUN1_3553280748,CLASSIC,420,EUN1,1417,23.62,blue,False,43,25,67,35,56928,44216,493,476,10,1,3,0,102373,72981,1,0,14.0,12.4,2,0,91,96
148,EUN1_3563199484,CLASSIC,420,EUN1,1506,25.1,red,False,17,31,24,44,44124,56211,530,619,2,10,2,2,62788,94343,0,1,12.6,14.2,0,1,94,99
149,EUN1_3592947969,CLASSIC,420,EUN1,1946,32.43,blue,True,48,27,77,39,70634,58022,685,628,10,2,4,1,152790,92426,1,0,16.0,14.2,2,0,116,114
150,EUN1_3586201896,CLASSIC,420,EUN1,1419,23.65,blue,False,33,9,35,11,51143,33908,465,386,9,1,4,0,68389,52040,1,0,13.0,11.0,1,0,100,88
151,EUN1_3571478422,CLASSIC,420,EUN1,1628,27.13,red,False,12,36,14,46,44279,63614,652,692,1,11,2,2,51716,114762,0,1,13.0,15.4,0,3,101,94
152,EUN1_3593688508,CLASSIC,420,EUN1,1943,32.38,blue,False,39,31,73,57,72012,62338,669,731,10,3,3,2,128861,122682,2,0,16.4,15.2,3,0,120,132
